Timestamp,Date,Time,Temperature,Humidity,Moisture_10mm,Moisture_20mm
22/3/2021 0:06,22/3/2021,12:06:06 AM,26.9,0.95,0,0
22/3/2021 0:16,22/3/2021,12:16:18 AM,26.799999,0.95,0,0
22/3/2021 0:26,22/3/2021,12:26:30 AM,26.6,0.95,0,0
22/3/2021 0:36,22/3/2021,12:36:42 AM,26.6,0.95,0,0
22/3/2021 0:46,22/3/2021,12:46:54 AM,26.6,0.95,0,0
22/3/2021 0:57,22/3/2021,12:57:06 AM,26.700001,0.95,0,0
22/3/2021 1:07,22/3/2021,1:07:19 AM,26.700001,0.95,0,0
22/3/2021 1:17,22/3/2021,1:17:31 AM,26.799999,0.95,0,0
22/3/2021 1:27,22/3/2021,1:27:44 AM,26.799999,0.94,0,0
22/3/2021 1:37,22/3/2021,1:37:57 AM,26.700001,0.95,0,0
22/3/2021 1:48,22/3/2021,1:48:10 AM,26.6,0.95,0,0
22/3/2021 1:58,22/3/2021,1:58:23 AM,26.5,0.95,0,0
22/3/2021 2:08,22/3/2021,2:08:36 AM,26.5,0.95,0,0
22/3/2021 2:18,22/3/2021,2:18:49 AM,26.6,0.95,0,0
22/3/2021 2:29,22/3/2021,2:29:02 AM,26.6,0.95,0,0
22/3/2021 2:39,22/3/2021,2:39:16 AM,26.700001,0.95,0,0
22/3/2021 2:49,22/3/2021,2:49:29 AM,26.799999,0.94,0,0
22/3/2021 2:59,22/3/2021,2:59:43 AM,26.9,0.94,0,0
22/3/2021 3:09,22/3/2021,3:09:56 AM,26.9,0.94,0,0
22/3/2021 3:20,22/3/2021,3:20:10 AM,26.799999,0.94,0,0
22/3/2021 3:30,22/3/2021,3:30:24 AM,26.5,0.94,0,0
22/3/2021 3:40,22/3/2021,3:40:38 AM,26.4,0.95,0,0
22/3/2021 3:50,22/3/2021,3:50:52 AM,26.299999,0.95,0,0
22/3/2021 4:01,22/3/2021,4:01:06 AM,26.200001,0.95,0,0
22/3/2021 4:11,22/3/2021,4:11:21 AM,26.1,0.95,0,0
22/3/2021 4:21,22/3/2021,4:21:35 AM,26,0.95,0,0
22/3/2021 4:31,22/3/2021,4:31:50 AM,25.9,0.95,0,0
22/3/2021 4:42,22/3/2021,4:42:04 AM,25.799999,0.95,0,0
22/3/2021 4:52,22/3/2021,4:52:19 AM,25.6,0.95,0,0
22/3/2021 5:02,22/3/2021,5:02:34 AM,25.6,0.95,0,0
22/3/2021 5:12,22/3/2021,5:12:49 AM,25.4,0.95,0,0
22/3/2021 5:23,22/3/2021,5:23:04 AM,25.4,0.95,0,0
22/3/2021 5:33,22/3/2021,5:33:19 AM,25.299999,0.95,0,0
22/3/2021 5:43,22/3/2021,5:43:34 AM,25.299999,0.95,0,0
22/3/2021 5:53,22/3/2021,5:53:49 AM,25.299999,0.95,0,0
22/3/2021 6:04,22/3/2021,6:04:05 AM,25.299999,0.95,0,0
22/3/2021 6:14,22/3/2021,6:14:20 AM,25.200001,0.95,0,0
22/3/2021 6:24,22/3/2021,6:24:36 AM,25.200001,0.95,0,0
22/3/2021 6:34,22/3/2021,6:34:51 AM,25.1,0.95,0,0
22/3/2021 6:45,22/3/2021,6:45:07 AM,25.200001,0.95,0,0
22/3/2021 6:55,22/3/2021,6:55:23 AM,25.299999,0.95,0,0
22/3/2021 7:05,22/3/2021,7:05:39 AM,25.299999,0.95,0,0
22/3/2021 7:15,22/3/2021,7:15:55 AM,25.200001,0.95,0,0
22/3/2021 7:26,22/3/2021,7:26:12 AM,25.1,0.95,0,0
22/3/2021 7:36,22/3/2021,7:36:28 AM,25,0.95,0,0
22/3/2021 7:46,22/3/2021,7:46:44 AM,24.9,0.95,0,0
22/3/2021 7:57,22/3/2021,7:57:01 AM,25,0.95,0,0
22/3/2021 8:07,22/3/2021,8:07:18 AM,24.9,0.95,0,0
22/3/2021 8:17,22/3/2021,8:17:34 AM,24.799999,0.95,0,0
22/3/2021 8:27,22/3/2021,8:27:51 AM,24.9,0.95,0,0
22/3/2021 8:38,22/3/2021,8:38:08 AM,25.5,0.95,0,0
22/3/2021 8:48,22/3/2021,8:48:25 AM,26,0.95,0,0
22/3/2021 8:58,22/3/2021,8:58:42 AM,26.799999,0.92,0,0
22/3/2021 9:09,22/3/2021,9:09:00 AM,29.799999,0.83,0,0
22/3/2021 9:19,22/3/2021,9:19:17 AM,34.700001,0.63,0,0
22/3/2021 9:29,22/3/2021,9:29:35 AM,35.599998,0.51,0,0
22/3/2021 9:39,22/3/2021,9:39:52 AM,41.400002,0.44,0,0
22/3/2021 9:50,22/3/2021,9:50:10 AM,44.099998,0.4,0,0
22/3/2021 10:00,22/3/2021,10:00:28 AM,45.900002,0.36,0,0
22/3/2021 10:10,22/3/2021,10:10:46 AM,47.099998,0.35,0,0
22/3/2021 10:21,22/3/2021,10:21:04 AM,48.299999,0.31,0,0
22/3/2021 10:31,22/3/2021,10:31:23 AM,48.700001,0.3,0,0
22/3/2021 10:41,22/3/2021,10:41:41 AM,49.599998,0.29,0,0
22/3/2021 10:51,22/3/2021,10:51:59 AM,50.599998,0.26,0,0
22/3/2021 11:02,22/3/2021,11:02:18 AM,47.599998,0.3,0,0
22/3/2021 11:12,22/3/2021,11:12:37 AM,50.400002,0.25,0,0
22/3/2021 11:22,22/3/2021,11:22:55 AM,50.799999,0.24,0,0
22/3/2021 11:33,22/3/2021,11:33:14 AM,43,0.37,0,0
22/3/2021 11:43,22/3/2021,11:43:33 AM,41.900002,0.42,0,0
22/3/2021 11:53,22/3/2021,11:53:52 AM,40.700001,0.43,0,0
22/3/2021 20:39,22/3/2021,8:39:19 PM,30.9,0.75,0,0
22/3/2021 20:39,22/3/2021,8:39:25 PM,31,0.75,0,0
22/3/2021 20:39,22/3/2021,8:39:30 PM,31,0.75,0,0
22/3/2021 20:39,22/3/2021,8:39:35 PM,31,0.75,0,0
22/3/2021 20:39,22/3/2021,8:39:41 PM,31,0.75,0,0
22/3/2021 20:51,22/3/2021,8:51:07 PM,30.9,0.76,0,0
22/3/2021 20:53,22/3/2021,8:53:07 PM,31.299999,0.75,0,0
22/3/2021 20:53,22/3/2021,8:53:13 PM,31.299999,0.75,0,0
22/3/2021 20:53,22/3/2021,8:53:19 PM,31.200001,0.75,0,0
22/3/2021 20:53,22/3/2021,8:53:31 PM,31.200001,0.75,0,0
22/3/2021 20:53,22/3/2021,8:53:35 PM,31.1,0.74,0,0
22/3/2021 21:04,22/3/2021,9:04:24 PM,31.5,0.76,0,0
22/3/2021 21:04,22/3/2021,9:04:31 PM,31.799999,0.77,0,0
22/3/2021 21:04,22/3/2021,9:04:43 PM,32,0.76,0,0
22/3/2021 21:04,22/3/2021,9:04:45 PM,32.099998,0.76,0,0
22/3/2021 21:04,22/3/2021,9:04:48 PM,32.099998,0.76,0,0
22/3/2021 21:04,22/3/2021,9:04:51 PM,32.099998,0.75,0,0
22/3/2021 21:04,22/3/2021,9:04:54 PM,32.099998,0.75,0,0
22/3/2021 21:04,22/3/2021,9:04:58 PM,32.099998,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:01 PM,31.5,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:05 PM,31.5,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:08 PM,31.6,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:12 PM,31.6,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:15 PM,31.6,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:19 PM,31.700001,0.76,0,0
22/3/2021 21:05,22/3/2021,9:05:23 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:27 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:31 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:35 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:39 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:44 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:48 PM,31.6,0.75,0,0
22/3/2021 21:05,22/3/2021,9:05:53 PM,31.6,0.74,0,0
22/3/2021 21:05,22/3/2021,9:05:58 PM,31.5,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:03 PM,31.5,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:08 PM,31.4,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:13 PM,31.4,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:18 PM,31.5,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:23 PM,31.4,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:29 PM,31.4,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:34 PM,31.4,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:40 PM,31.299999,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:45 PM,31.299999,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:51 PM,31.299999,0.74,0,0
22/3/2021 21:06,22/3/2021,9:06:57 PM,31.299999,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:03 PM,31.299999,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:09 PM,31.200001,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:15 PM,31.200001,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:22 PM,31.200001,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:28 PM,31.200001,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:35 PM,31.1,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:41 PM,31.1,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:48 PM,31.1,0.74,0,0
22/3/2021 21:07,22/3/2021,9:07:55 PM,31.1,0.74,0,0
22/3/2021 21:08,22/3/2021,9:08:02 PM,31,0.74,0,0
22/3/2021 21:08,22/3/2021,9:08:08 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:16 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:23 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:30 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:37 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:45 PM,31,0.75,0,0
22/3/2021 21:08,22/3/2021,9:08:52 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:00 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:08 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:16 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:24 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:32 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:40 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:48 PM,30.9,0.75,0,0
22/3/2021 21:09,22/3/2021,9:09:57 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:05 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:14 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:23 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:32 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:40 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:49 PM,30.799999,0.76,0,0
22/3/2021 21:10,22/3/2021,9:10:59 PM,30.799999,0.76,0,0
22/3/2021 21:11,22/3/2021,9:11:08 PM,30.799999,0.76,0,0
22/3/2021 21:11,22/3/2021,9:11:17 PM,30.799999,0.76,0,0
